mesh_file_name,3D Model,timestamp
.gradio/flagged/mesh_file_name/5b2bd7fb7f5e39cb9eaa/model_47.glb,.gradio/flagged/3D Model/2b29457baa3aa12d4508/model_47.glb,2025-05-01 19:59:16.021322
